#   beta           E(beta)     N(params)           N(CNOT)          N(measure)
#-------------------------------------------------------------------------------
    0.000       -4.632485833           0             87056                   0
    0.100       -4.678396203         346            105500            75347728
    0.200       -4.718472213         694            124048           151153264
    0.300       -4.753412302        1053            143332           229481320
    0.400       -4.783871186        1444            164088           313455608
    0.500       -4.810463248        1989            194440           525883232
    0.600       -4.833731546        2718            235440           947856656
    0.700       -4.854143835        3598            285580          1568794728
    0.800       -4.872099075        4600            343136          2367915264
    0.900       -4.887936457        5706            406824          3324860256
    1.000       -4.901943361        6896            475628          4428396408
    1.100       -4.914365153        8156            549088          5654525520
    1.200       -4.925408935        9474            625688          6986032744
    1.300       -4.935252591       10843            705608          8417320808
    1.400       -4.944047018       12254            787928          9923530440
    1.500       -4.951921752       13698            872356         11504732656
    1.600       -4.958988995       15177            958864         13149825688
    1.700       -4.965343246       16691           1047464         14873689240
    1.800       -4.971068853       18242           1138812         16669500592
    1.900       -4.976236146       19822           1231852         18524712976
    2.000       -4.980907497       21433           1326468         20455723168
    2.100       -4.985137848       23070           1423172         22459432096
    2.200       -4.988973525       24739           1521224         24631152848
    2.300       -4.992456992       26435           1621252         26897588850
    2.400       -4.995625519       28163           1723124         29351795988
    2.500       -4.998510823       29920           1826660         31926730998
    2.600       -5.001141870       31706           1931888         34855094656
    2.700       -5.003544533       33525           2038812         37966170962
    2.800       -5.005740804       35373           2147828         41624867906
    2.900       -5.007750757       37250           2258464         45516620306
    3.000       -5.009591930       39156           2371156         50167839618
    3.100       -5.011280678       41085           2485116         55241254050
    3.200       -5.012830172       43029           2600944         60884011482
    3.300       -5.014254089       44992           2717164         67014603370
    3.400       -5.015563822       46968           2834676         73706080858
    3.500       -5.016769457       48952           2952644         81089713874
    3.600       -5.017879714       50938           3070492         88928959082
    3.700       -5.018904150       52931           3188844         97354557930
    3.800       -5.019848993       54922           3307056        105919901538
    3.900       -5.020723263       56914           3425380        115028929866
    4.000       -5.021530823       58896           3543404        124822283172
    4.100       -5.022278894       60875           3661184        134301405348
    4.200       -5.022972321       62841           3778264        144283124380
    4.300       -5.023614913       64800           3894988        154377725092
    4.400       -5.024211798       66747           4010972        164519135500
    4.500       -5.024765993       68684           4126072        175030705756
    4.600       -5.025282171       70612           4240372        185644986724
